22.34 ,2.84,  2.51 
25.59 , 2.5 , 3.66
27.91 , 2.58,  3.48
22.68 , 2.96,3.46
25.071 ,2.7, 3.99


22.30,0.78,1.15
19.86,0.71,1.18
21.20,0.87,1.21
22.64,0.90,1.17
23.66,0.81,1.2
